section,module,question_id,question,answer,decision_type,priority,actor,entity,workflow,status,security_level,build_instruction,test_instruction,review_required
02 Actors,actors,02.085,What is actor email_provider display name?,Email Provider,actor_definition,MVP,email_provider,actor,,,internal,Implement actor rule for email_provider: name.,Verify actor rule for email_provider: name.,Yes
02 Actors,actors,02.086,What type is actor email_provider?,external_api,actor_definition,MVP,email_provider,actor,,,internal,Implement actor rule for email_provider: type.,Verify actor rule for email_provider: type.,Yes
02 Actors,actors,02.087,Does actor email_provider log in?,no,auth_requirement,MVP,email_provider,user,,,internal,Implement actor rule for email_provider: login.,Verify actor rule for email_provider: login.,Yes
02 Actors,actors,02.088,What dashboard does actor email_provider need?,external,ux_requirement,MVP,email_provider,screen,,,internal,Implement actor rule for email_provider: dashboard.,Verify actor rule for email_provider: dashboard.,Yes
02 Actors,actors,02.089,What data scope applies to actor email_provider?,transactional/campaign emails,permission_scope,MVP,email_provider,permission,,,restricted,Implement actor rule for email_provider: scope.,Verify actor rule for email_provider: scope.,Yes
02 Actors,actors,02.090,What records can actor email_provider create?,delivery events,permission_scope,MVP,email_provider,permission,,,restricted,Implement actor rule for email_provider: creates.,Verify actor rule for email_provider: creates.,Yes
02 Actors,actors,02.091,What must actor email_provider never do?,must not receive sensitive unnecessary payloads,negative_requirement,MVP,email_provider,permission,,,restricted,Implement actor rule for email_provider: never.,Verify actor rule for email_provider: never.,Yes
02 Actors,actors,02.092,What is actor omr_engine display name?,OMR Engine,actor_definition,MVP,omr_engine,actor,,,internal,Implement actor rule for omr_engine: name.,Verify actor rule for omr_engine: name.,Yes
02 Actors,actors,02.093,What type is actor omr_engine?,external/internal_tool,actor_definition,MVP,omr_engine,actor,,,internal,Implement actor rule for omr_engine: type.,Verify actor rule for omr_engine: type.,Yes
02 Actors,actors,02.094,Does actor omr_engine log in?,no,auth_requirement,MVP,omr_engine,user,,,internal,Implement actor rule for omr_engine: login.,Verify actor rule for omr_engine: login.,Yes
02 Actors,actors,02.095,What dashboard does actor omr_engine need?,no,ux_requirement,MVP,omr_engine,screen,,,internal,Implement actor rule for omr_engine: dashboard.,Verify actor rule for omr_engine: dashboard.,Yes
02 Actors,actors,02.096,What data scope applies to actor omr_engine?,scanned answer sheets and result CSV,permission_scope,MVP,omr_engine,permission,,,restricted,Implement actor rule for omr_engine: scope.,Verify actor rule for omr_engine: scope.,Yes
02 Actors,actors,02.097,What records can actor omr_engine create?,raw score outputs,permission_scope,MVP,omr_engine,permission,,,restricted,Implement actor rule for omr_engine: creates.,Verify actor rule for omr_engine: creates.,Yes
02 Actors,actors,02.098,What must actor omr_engine never do?,must not auto-publish results,negative_requirement,MVP,omr_engine,permission,,,restricted,Implement actor rule for omr_engine: never.,Verify actor rule for omr_engine: never.,Yes
03 Roles and Permissions,permission_rules,03.P001,Should public role access private collections?,"No. Public role has no access to schools, students, payments, files, results, or certificates except limited certificate verification endpoint.",security_rule,MVP,public,all_private_collections,,,restricted,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P002,Should school coordinator access be item-level filtered?,Yes. Every school coordinator query must be filtered by own school_id.,security_rule,MVP,school_coordinator,all_school_scoped_entities,,,sensitive,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P003,Can school coordinator export students?,"Yes, own school only, excluding internal notes and evaluation fields.",security_rule,MVP,school_coordinator,students,,,sensitive,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P004,Can school coordinator delete students?,No after final count; before final count deletion may be replaced by mark inactive if needed.,security_rule,MVP,school_coordinator,students,,,sensitive,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P005,Can evaluator see parent contact?,"No. Evaluators see candidate ID, school code, answer sheet number, score fields, and exception notes only.",security_rule,MVP,evaluator,students/results,,,sensitive,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P006,Can finance staff manually mark paid?,"Yes, only with evidence fields and audit log.",security_rule,MVP,finance_staff,payments,,,restricted,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P007,Can finance staff reverse payment?,"Yes, with reason, evidence and audit; system admin also allowed.",security_rule,MVP,finance_staff,payments,,,restricted,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P008,Can operations release exam materials before payment?,No. Server-side gate requires paid or manually confirmed payment status.,security_rule,MVP,operations_staff,exam_materials,,,restricted,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P009,Can results be published by evaluator?,No. Only results_approver or finverse_admin can publish after review status.,security_rule,MVP,evaluator,results,,,sensitive,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P010,Can certificates be public?,Certificate files are private; public verification returns limited metadata only.,security_rule,MVP,public,certificates,,,sensitive,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P011,Is MFA required for admins?,Yes for system_admin and finverse_admin where Directus/identity configuration supports it.,security_rule,MVP,system_admin,users,,,restricted,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,permission_rules,03.P012,Are destructive actions allowed by default?,No. Delete permissions disabled except system_admin with explicit approval; prefer archive/status fields.,security_rule,MVP,all,all,,,restricted,"Implement as Directus permission, server route guard, and test.",Run negative and positive permission tests.,Yes
03 Roles and Permissions,roles,03.001,What is the data scope for role system_admin?,global,permission,MVP,system_admin,permission,,,restricted,Configure Directus role system_admin: scope.,Permission test verifies system_admin: scope.,Yes
03 Roles and Permissions,roles,03.002,Which collections can role system_admin access?,all collections,permission,MVP,system_admin,collection,,,restricted,Configure Directus role system_admin: collections.,Permission test verifies system_admin: collections.,Yes
03 Roles and Permissions,roles,03.003,Which field restrictions apply to role system_admin?,all fields,permission,MVP,system_admin,field,,,restricted,Configure Directus role system_admin: field_restrictions.,Permission test verifies system_admin: field_restrictions.,Yes
